"Organizace","P1.vysledky","P1.body","P2.bonifikace","P2.excelent","P3.body","Body2012","Celkem","Soubor","URL"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Fakulta prĂˇvnickĂˇ","274,217","4Â 113,576","0,000","451,987","0,000","0,000","4Â 565,563","H14_orjk_23320.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23320.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Fakulta strojnĂ­","167,240","2Â 176,069","0,000","1Â 211,764","1Â 379,917","8Â 836,030","13Â 603,780","H14_orjk_23210.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23210.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Fakulta zdravotnickĂ˝ch studiĂ­","6,075","64,299","0,000","6,338","0,749","0,000","71,386","H14_orjk_23310.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23310.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / (nerozliĹˇenĂˇ souÄŤĂˇst)","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_ico_49777513_.xlsx","http://www.isvav.cz/h14/export/H14_ico_49777513_.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / NovĂ© technologie - vĂ˝zkumnĂ© centrum","122,767","2Â 932,106","0,000","709,181","917,451","3Â 917,066","8Â 475,804","H14_orjk_23640.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23640.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / ProjektovĂ© centrum","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_23680.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23680.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / RegionĂˇlnĂ­ inovaÄŤnĂ­ centrum elektrotechniky","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_23660.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23660.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / RektorĂˇt ZÄŚU","0,000","0,000","0,000","7,083","118,269","0,000","125,352","H14_orjk_23810.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23810.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / UniverzitnĂ­ knihovna","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_23620.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23620.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Ăšstav celoĹľivotnĂ­ho vzdÄ›lĂˇvĂˇnĂ­","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_23630.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23630.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / Ăšstav jazykovĂ© pĹ™Ă­pravy","0,080","3,456","0,000","0,502","0,000","0,000","3,958","H14_orjk_23670.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23670.xlsx"
"ZĂˇpadoÄŤeskĂˇ univerzita v Plzni / ZahraniÄŤnĂ­ vztahy","0,000","0,000","0,000","0,000","0,000","0,000","0,000","H14_orjk_23690.xlsx","http://www.isvav.cz/h14/export/H14_orjk_23690.xlsx"
"ZĂˇpadoÄŤeskĂ© muzeum v Plzni, pĹ™Ă­spÄ›vkovĂˇ organizace","28,315","473,343","0,000","40,149","0,000","0,000","513,492","H14_ico_00228745.xlsx","http://www.isvav.cz/h14/export/H14_ico_00228745.xlsx"
"ZemÄ›dÄ›lskĂ˝ vĂ˝zkum, spol. s r.o.","102,008","731,108","0,000","277,098","597,358","1Â 318,820","2Â 924,384","H14_ico_26296080.xlsx","http://www.isvav.cz/h14/export/H14_ico_26296080.xlsx"
"Ĺ˝idovskĂ© muzeum v Praze","3,000","100,738","0,000","10,074","0,000","0,000","110,812","H14_ico_60459263.xlsx","http://www.isvav.cz/h14/export/H14_ico_60459263.xlsx"
